FID,FID_philly,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Shape_Leng,Shape_Area,test_area,bg_area,FID_wards_,ward_str,new_area,ratio
733,411,412,42,101,025200,7,1500000US421010252007,421010252007,7,BG,128781.000000000000000,0.000000000000000,4882.463251569999557,1400316.592209999915212,1400316.592209999915212,1400316.592209999915212,56,59,1398282.711270000087097,0.998547556352000
734,412,413,42,101,013700,3,1500000US421010137003,421010137003,3,BG,73120.000000000000000,0.000000000000000,3595.789768969999841,789726.302574999979697,789726.302574999979697,789726.302574999979697,21,29,789726.302580000017770,1.000000000010000
735,413,414,42,101,037700,2,1500000US421010377002,421010377002,2,BG,321845.000000000000000,0.000000000000000,9562.170281880000402,3461313.678390000015497,3461313.678390000015497,3461313.678390000015497,9,18,2277.639231470000141,0.000658027397427
736,413,414,42,101,037700,2,1500000US421010377002,421010377002,2,BG,321845.000000000000000,0.000000000000000,9562.170281880000402,3461313.678390000015497,3461313.678390000015497,3461313.678390000015497,10,19,347.090308806999985,0.000100277045381
737,413,414,42,101,037700,2,1500000US421010377002,421010377002,2,BG,321845.000000000000000,0.000000000000000,9562.170281880000402,3461313.678390000015497,3461313.678390000015497,3461313.678390000015497,12,20,3458688.948880000039935,0.999241695566000
738,414,415,42,101,028902,5,1500000US421010289025,421010289025,5,BG,47623.000000000000000,0.000000000000000,3158.280962100000124,561275.494201999972574,561275.494201999972574,561275.494201999972574,38,42,561275.494197999942116,0.999999999993000
739,415,416,42,101,010400,1,1500000US421010104001,421010104001,1,BG,68928.000000000000000,0.000000000000000,3632.136090710000190,736180.393986999988556,736180.393986999988556,736180.393986999988556,40,44,736180.393977000028826,0.999999999986000
740,416,417,42,101,034802,1,1500000US421010348021,421010348021,1,BG,311240.000000000000000,8014.000000000000000,10060.342294899999615,3509247.339749999810010,3509247.339749999810010,3509247.339749999810010,54,57,3509247.339740000199527,0.999999999997000
741,417,418,42,101,036100,1,1500000US421010361001,421010361001,1,BG,446996.000000000000000,7137.000000000000000,17345.799885199998243,4753044.490949999541044,4753044.490949999541044,4753044.490949999541044,65,66B,4753044.490939999930561,0.999999999998000
742,418,419,42,101,001202,1,1500000US421010012021,421010012021,1,BG,65397.000000000000000,0.000000000000000,3737.646079369999825,706451.979178000008687,706451.979178000008687,706451.979178000008687,67,8,706451.979197000036947,1.000000000030000
743,419,420,42,101,031300,4,1500000US421010313004,421010313004,4,BG,110365.000000000000000,0.000000000000000,4786.779682030000004,1190948.517549999989569,1190948.517549999989569,1190948.517549999989569,51,54,1190948.517549999989569,1.000000000000000
744,420,421,42,101,021700,1,1500000US421010217001,421010217001,1,BG,496687.000000000000000,0.000000000000000,10061.929732700000386,5402281.311499999836087,5402281.311499999836087,5402281.311499999836087,13,21,5402281.311529999598861,1.000000000010000
745,421,422,42,101,006500,1,1500000US421010065001,421010065001,1,BG,75486.000000000000000,0.000000000000000,4123.884379439999975,814915.672198000014760,814915.672198000014760,814915.672198000014760,36,40B,814915.672206999966875,1.000000000010000
746,422,423,42,101,001101,3,1500000US421010011013,421010011013,3,BG,53345.000000000000000,0.000000000000000,3054.788929100000132,574499.107614999986254,574499.107614999986254,574499.107614999986254,46,5,574499.107607000041753,0.999999999986000
747,423,424,42,101,014600,3,1500000US421010146003,421010146003,3,BG,58217.000000000000000,0.000000000000000,3611.753096819999882,627103.397808999987319,627103.397808999987319,627103.397808999987319,5,14,627103.397803999949247,0.999999999992000
748,424,425,42,101,980500,1,1500000US421019805001,421019805001,1,BG,416088.000000000000000,0.000000000000000,8800.996332149999944,4514304.479700000025332,4514304.479700000025332,4514304.479700000025332,39,43,3952056.315779999829829,0.875451873827000
749,424,425,42,101,980500,1,1500000US421019805001,421019805001,1,BG,416088.000000000000000,0.000000000000000,8800.996332149999944,4514304.479700000025332,4514304.479700000025332,4514304.479700000025332,45,49,562248.163934999960475,0.124548126176000
750,425,426,42,101,036502,2,1500000US421010365022,421010365022,2,BG,1011264.000000000000000,0.000000000000000,15732.199701600000481,11002813.977800000458956,11002813.977800000458956,11002813.977800000458956,55,58,10992651.819499999284744,0.999076403698000
751,426,427,42,101,023900,2,1500000US421010239002,421010239002,2,BG,279340.000000000000000,2704.000000000000000,8109.429272139999739,3071953.953269999939948,3071953.953269999939948,3071953.953269999939948,13,21,1958.347033929999952,0.000637492313921
752,426,427,42,101,023900,2,1500000US421010239002,421010239002,2,BG,279340.000000000000000,2704.000000000000000,8109.429272139999739,3071953.953269999939948,3071953.953269999939948,3071953.953269999939948,14,22,7816.587178970000423,0.002544500112270
753,426,427,42,101,023900,2,1500000US421010239002,421010239002,2,BG,279340.000000000000000,2704.000000000000000,8109.429272139999739,3071953.953269999939948,3071953.953269999939948,3071953.953269999939948,56,59,3062179.019069999922067,0.996818007578000
754,427,428,42,101,016800,3,1500000US421010168003,421010168003,3,BG,66884.000000000000000,0.000000000000000,3545.223612769999818,721652.624310999992304,721652.624310999992304,721652.624310999992304,7,16,718994.559477000031620,0.996316697613000
755,427,428,42,101,016800,3,1500000US421010168003,421010168003,3,BG,66884.000000000000000,0.000000000000000,3545.223612769999818,721652.624310999992304,721652.624310999992304,721652.624310999992304,25,32,2658.064848479999910,0.003683302407470
756,428,429,42,101,035701,1,1500000US421010357011,421010357011,1,BG,363634.000000000000000,718.000000000000000,8206.499027660000138,3902737.245970000047237,3902737.245970000047237,3902737.245970000047237,55,58,3902737.245949999894947,0.999999999995000
757,429,430,42,101,003001,5,1500000US421010030015,421010030015,5,BG,43992.000000000000000,0.000000000000000,3003.689719160000095,473965.284191999991890,473965.284191999991890,473965.284191999991890,29,36,473965.284191999991890,1.000000000000000
758,430,431,42,101,012000,2,1500000US421010120002,421010120002,2,BG,419217.000000000000000,0.000000000000000,8937.243119290000323,4514242.737340000458062,4514242.737340000458062,4514242.737340000458062,49,52,4514242.737350000068545,1.000000000000000
759,431,432,42,101,030502,5,1500000US421010305025,421010305025,5,BG,122714.000000000000000,0.000000000000000,5142.287835430000086,1402833.908060000045225,1402833.908060000045225,1402833.908060000045225,28,35,1402833.908079999964684,1.000000000010000
760,432,433,42,101,015600,1,1500000US421010156001,421010156001,1,BG,252043.000000000000000,0.000000000000000,8679.344973409999511,2751501.909210000187159,2751501.909210000187159,2751501.909210000187159,9,18,2751501.909190000034869,0.999999999993000
761,433,434,42,101,035601,2,1500000US421010356012,421010356012,2,BG,527725.000000000000000,0.000000000000000,10172.973563699999431,5540948.176199999637902,5540948.176199999637902,5540948.176199999637902,55,58,5540948.176190000027418,0.999999999998000
762,434,435,42,101,018800,4,1500000US421010188004,421010188004,4,BG,113976.000000000000000,0.000000000000000,5237.531020149999677,1177956.495670000091195,1177956.495670000091195,1177956.495670000091195,41,45,1177956.495679999934509,1.000000000010000
763,435,436,42,101,020700,2,1500000US421010207002,421010207002,2,BG,102446.000000000000000,0.000000000000000,4546.200188110000454,1106968.939909999957308,1106968.939909999957308,1106968.939909999957308,31,38,1106968.939920000033453,1.000000000010000
764,436,437,42,101,027100,2,1500000US421010271002,421010271002,2,BG,86600.000000000000000,0.000000000000000,4501.489400219999879,939647.320064999978058,939647.320064999978058,939647.320064999978058,59,61,939647.320057000033557,0.999999999991000
765,437,438,42,101,026302,3,1500000US421010263023,421010263023,3,BG,143452.000000000000000,0.000000000000000,5170.846864400000413,1538446.506109999958426,1538446.506109999958426,1538446.506109999958426,1,10,1975.553090599999905,0.001284122056080
766,437,438,42,101,026302,3,1500000US421010263023,421010263023,3,BG,143452.000000000000000,0.000000000000000,5170.846864400000413,1538446.506109999958426,1538446.506109999958426,1538446.506109999958426,47,50,1536470.953019999898970,0.998715877944000
767,438,439,42,101,011100,2,1500000US421010111002,421010111002,2,BG,249281.000000000000000,0.000000000000000,8017.575528260000283,2656038.296050000004470,2656038.296050000004470,2656038.296050000004470,40,44,2404197.373780000023544,0.905181742807000
768,438,439,42,101,011100,2,1500000US421010111002,421010111002,2,BG,249281.000000000000000,0.000000000000000,8017.575528260000283,2656038.296050000004470,2656038.296050000004470,2656038.296050000004470,49,52,250407.785911000013584,0.094278680500700
769,438,439,42,101,011100,2,1500000US421010111002,421010111002,2,BG,249281.000000000000000,0.000000000000000,8017.575528260000283,2656038.296050000004470,2656038.296050000004470,2656038.296050000004470,57,6,1433.136362239999926,0.000539576693744
770,439,440,42,101,036900,1,1500000US421010369001,421010369001,1,BG,457472.000000000000000,27385.000000000000000,13274.776207299999442,5173446.336020000278950,5173446.336020000278950,5173446.336020000278950,19,27,5162238.826770000159740,0.997833647336000
771,439,440,42,101,036900,1,1500000US421010369001,421010369001,1,BG,457472.000000000000000,27385.000000000000000,13274.776207299999442,5173446.336020000278950,5173446.336020000278950,5173446.336020000278950,67,8,11207.509253399999579,0.002166352664250
772,440,441,42,101,000803,4,1500000US421010008034,421010008034,4,BG,16755.000000000000000,0.000000000000000,1794.688346440000032,180593.004557999985991,180593.004557999985991,180593.004557999985991,67,8,180593.004554000013741,0.999999999978000
773,441,442,42,101,031600,6,1500000US421010316006,421010316006,6,BG,96831.000000000000000,0.000000000000000,4367.048749579999821,1042599.490680000046268,1042599.490680000046268,1042599.490680000046268,52,55,1042599.490669999970123,0.999999999990000
774,442,443,42,101,031800,4,1500000US421010318004,421010318004,4,BG,66286.000000000000000,0.000000000000000,3787.752538019999974,718754.500008999952115,718754.500008999952115,718754.500008999952115,60,62,718754.500016000005417,1.000000000010000
775,443,444,42,101,001900,3,1500000US421010019003,421010019003,3,BG,124769.000000000000000,0.000000000000000,4685.659852759999922,1411244.650480000069365,1411244.650480000069365,1411244.650480000069365,23,30,1403566.550629999954253,0.994559341750000
776,443,444,42,101,001900,3,1500000US421010019003,421010019003,3,BG,124769.000000000000000,0.000000000000000,4685.659852759999922,1411244.650480000069365,1411244.650480000069365,1411244.650480000069365,29,36,7678.099850290000177,0.005440658249920
777,444,445,42,101,017500,6,1500000US421010175006,421010175006,6,BG,160132.000000000000000,0.000000000000000,7540.457299269999567,1711769.333050000015646,1711769.333050000015646,1711769.333050000015646,10,19,703333.534865000052378,0.410881023094000
778,444,445,42,101,017500,6,1500000US421010175006,421010175006,6,BG,160132.000000000000000,0.000000000000000,7540.457299269999567,1711769.333050000015646,1711769.333050000015646,1711769.333050000015646,30,37,1008435.798190000001341,0.589118976909000
779,445,446,42,101,010200,2,1500000US421010102002,421010102002,2,BG,195088.000000000000000,0.000000000000000,7084.411489609999990,2112086.759109999984503,2112086.759109999984503,2112086.759109999984503,34,4,2110856.932649999856949,0.999417719724000
780,445,446,42,101,010200,2,1500000US421010102002,421010102002,2,BG,195088.000000000000000,0.000000000000000,7084.411489609999990,2112086.759109999984503,2112086.759109999984503,2112086.759109999984503,40,44,1229.826475869999967,0.000582280283026
781,446,447,42,101,014900,6,1500000US421010149006,421010149006,6,BG,134271.000000000000000,0.000000000000000,5152.317840620000425,1442536.406200000084937,1442536.406200000084937,1442536.406200000084937,21,29,4597.721346999999696,0.003187248049500
782,446,447,42,101,014900,6,1500000US421010149006,421010149006,6,BG,134271.000000000000000,0.000000000000000,5152.317840620000425,1442536.406200000084937,1442536.406200000084937,1442536.406200000084937,25,32,1437938.684880000073463,0.996812751969000
783,447,448,42,101,020000,2,1500000US421010200002,421010200002,2,BG,192284.000000000000000,0.000000000000000,7873.753880289999870,2059444.201439999975264,2059444.201439999975264,2059444.201439999975264,4,13,101.280043590999995,0.000049178338272
784,447,448,42,101,020000,2,1500000US421010200002,421010200002,2,BG,192284.000000000000000,0.000000000000000,7873.753880289999870,2059444.201439999975264,2059444.201439999975264,2059444.201439999975264,39,43,2059342.921409999951720,0.999950821668000
785,448,449,42,101,019800,1,1500000US421010198001,421010198001,1,BG,238681.000000000000000,0.000000000000000,8511.130793759999506,2572555.094779999926686,2572555.094779999926686,2572555.094779999926686,39,43,2572555.094779999926686,1.000000000000000
786,449,450,42,101,030800,3,1500000US421010308003,421010308003,3,BG,264803.000000000000000,0.000000000000000,9433.192105710000760,2875186.956290000118315,2875186.956290000118315,2875186.956290000118315,50,53,2875186.956300000194460,1.000000000000000
787,450,451,42,101,033300,3,1500000US421010333003,421010333003,3,BG,298273.000000000000000,0.000000000000000,8642.493547359999866,3082360.459050000179559,3082360.459050000179559,3082360.459050000179559,62,64,3082360.459059999790043,1.000000000000000
788,451,452,42,101,038000,2,1500000US421010380002,421010380002,2,BG,244736.000000000000000,0.000000000000000,8063.359704559999955,2601771.467310000211000,2601771.467310000211000,2601771.467310000211000,15,23,552.355271427000048,0.000212299688257
789,451,452,42,101,038000,2,1500000US421010380002,421010380002,2,BG,244736.000000000000000,0.000000000000000,8063.359704559999955,2601771.467310000211000,2601771.467310000211000,2601771.467310000211000,41,45,2601219.112050000112504,0.999787700316000
790,452,453,42,101,030000,7,1500000US421010300007,421010300007,7,BG,178909.000000000000000,0.000000000000000,5585.351409410000088,1924959.766850000014529,1924959.766850000014529,1924959.766850000014529,15,23,1332266.920880000106990,0.692101177294000
791,452,453,42,101,030000,7,1500000US421010300007,421010300007,7,BG,178909.000000000000000,0.000000000000000,5585.351409410000088,1924959.766850000014529,1924959.766850000014529,1924959.766850000014529,60,62,592692.845950999995694,0.307898822696000
792,453,454,42,101,030502,4,1500000US421010305024,421010305024,4,BG,165956.000000000000000,0.000000000000000,6402.157698560000426,1793903.573760000057518,1793903.573760000057518,1793903.573760000057518,28,35,1793903.573749999981374,0.999999999994000
793,454,455,42,101,031000,1,1500000US421010310001,421010310001,1,BG,133014.000000000000000,0.000000000000000,4799.644371850000425,1435155.697089999914169,1435155.697089999914169,1435155.697089999914169,50,53,1428647.589410000015050,0.995465225346000
794,454,455,42,101,031000,1,1500000US421010310001,421010310001,1,BG,133014.000000000000000,0.000000000000000,4799.644371850000425,1435155.697089999914169,1435155.697089999914169,1435155.697089999914169,51,54,6508.107665450000241,0.004534774644070
795,455,456,42,101,031900,3,1500000US421010319003,421010319003,3,BG,117607.000000000000000,0.000000000000000,4605.400208779999957,1255106.310319999931380,1255106.310319999931380,1255106.310319999931380,37,41,3331.809869279999930,0.002654603711160
796,455,456,42,101,031900,3,1500000US421010319003,421010319003,3,BG,117607.000000000000000,0.000000000000000,4605.400208779999957,1255106.310319999931380,1255106.310319999931380,1255106.310319999931380,52,55,422885.415677000011783,0.336931949270000
797,455,456,42,101,031900,3,1500000US421010319003,421010319003,3,BG,117607.000000000000000,0.000000000000000,4605.400208779999957,1255106.310319999931380,1255106.310319999931380,1255106.310319999931380,60,62,828889.084777000010945,0.660413447022000
798,456,457,42,101,033102,1,1500000US421010331021,421010331021,1,BG,279403.000000000000000,0.000000000000000,6645.163500100000419,2989232.408319999929518,2989232.408319999929518,2989232.408319999929518,62,64,2975737.737189999781549,0.995485573122000
799,456,457,42,101,033102,1,1500000US421010331021,421010331021,1,BG,279403.000000000000000,0.000000000000000,6645.163500100000419,2989232.408319999929518,2989232.408319999929518,2989232.408319999929518,63,65,13494.671111100000417,0.004514426872110
800,457,458,42,101,008200,3,1500000US421010082003,421010082003,3,BG,92021.000000000000000,0.000000000000000,4046.207002139999986,1016332.140230000019073,1016332.140230000019073,1016332.140230000019073,22,3,1014911.497450000024401,0.998602186506000
801,457,458,42,101,008200,3,1500000US421010082003,421010082003,3,BG,92021.000000000000000,0.000000000000000,4046.207002139999986,1016332.140230000019073,1016332.140230000019073,1016332.140230000019073,42,46,1198.200040299999955,0.001178945339690
802,457,458,42,101,008200,3,1500000US421010082003,421010082003,3,BG,92021.000000000000000,0.000000000000000,4046.207002139999986,1016332.140230000019073,1016332.140230000019073,1016332.140230000019073,48,51,222.442737845000011,0.000218868152487
803,458,459,42,101,008400,2,1500000US421010084002,421010084002,2,BG,64807.000000000000000,0.000000000000000,3543.784728690000065,750800.910153000033461,750800.910153000033461,750800.910153000033461,58,60,750800.910157999955118,1.000000000010000
804,459,460,42,101,008701,3,1500000US421010087013,421010087013,3,BG,97959.000000000000000,0.000000000000000,4230.203955510000014,1053511.796210000058636,1053511.796210000058636,1053511.796210000058636,19,27,1053511.796199999982491,0.999999999991000
805,460,461,42,101,011100,3,1500000US421010111003,421010111003,3,BG,86719.000000000000000,0.000000000000000,4519.611793850000140,932246.662935000029393,932246.662935000029393,932246.662935000029393,34,4,152.001471686999992,0.000163048555420
806,460,461,42,101,011100,3,1500000US421010111003,421010111003,3,BG,86719.000000000000000,0.000000000000000,4519.611793850000140,932246.662935000029393,932246.662935000029393,932246.662935000029393,40,44,932094.661461999989115,0.999836951443000
807,461,462,42,101,011400,5,1500000US421010114005,421010114005,5,BG,141395.000000000000000,0.000000000000000,6035.434602700000141,1522833.819390000076964,1522833.819390000076964,1522833.819390000076964,27,34,1522833.819380000000820,0.999999999993000
808,462,463,42,101,034100,5,1500000US421010341005,421010341005,5,BG,242492.000000000000000,0.000000000000000,8151.690655209999932,2570780.250219999812543,2570780.250219999812543,2570780.250219999812543,61,63,2559087.856350000016391,0.995451811228000
809,463,464,42,101,034900,4,1500000US421010349004,421010349004,4,BG,291032.000000000000000,0.000000000000000,8615.219698639999478,3156834.703819999936968,3156834.703819999936968,3156834.703819999936968,54,57,18243.899274799998238,0.005779174707100
810,463,464,42,101,034900,4,1500000US421010349004,421010349004,4,BG,291032.000000000000000,0.000000000000000,8615.219698639999478,3156834.703819999936968,3156834.703819999936968,3156834.703819999936968,63,65,3138590.804500000085682,0.994220825279000
811,464,465,42,101,036302,2,1500000US421010363022,421010363022,2,BG,302784.000000000000000,0.000000000000000,8676.176061899999695,3263613.295890000183135,3263613.295890000183135,3263613.295890000183135,65,66B,3263613.295919999945909,1.000000000010000
812,465,466,42,101,017602,1,1500000US421010176021,421010176021,1,BG,115979.000000000000000,0.000000000000000,4477.554166840000107,1251197.492159999907017,1251197.492159999907017,1251197.492159999907017,66,7,1251197.492150000063702,0.999999999992000
813,466,467,42,101,000901,2,1500000US421010009012,421010009012,2,BG,51206.000000000000000,0.000000000000000,3002.625199269999939,550563.105947999982163,550563.105947999982163,550563.105947999982163,46,5,516895.891524999984540,0.938849490532000
814,466,467,42,101,000901,2,1500000US421010009012,421010009012,2,BG,51206.000000000000000,0.000000000000000,3002.625199269999939,550563.105947999982163,550563.105947999982163,550563.105947999982163,67,8,33667.214432699998724,0.061150509485600
815,467,468,42,101,001202,3,1500000US421010012023,421010012023,3,BG,58591.000000000000000,0.000000000000000,3201.631280779999997,632126.115753000020050,632126.115753000020050,632126.115753000020050,23,30,336231.288997000025120,0.531905391373000
816,467,468,42,101,001202,3,1500000US421010012023,421010012023,3,BG,58591.000000000000000,0.000000000000000,3201.631280779999997,632126.115753000020050,632126.115753000020050,632126.115753000020050,67,8,295894.826745000027586,0.468094608609000
817,468,469,42,101,002400,4,1500000US421010024004,421010024004,4,BG,69343.000000000000000,0.000000000000000,3273.213802230000056,679589.179567000013776,679589.179567000013776,679589.179567000013776,11,2,679589.179563999990933,0.999999999996000
818,469,470,42,101,002900,2,1500000US421010029002,421010029002,2,BG,51764.000000000000000,0.000000000000000,3024.341817259999971,551273.643926999997348,551273.643926999997348,551273.643926999997348,0,1,264028.351514999987558,0.478942453396000
819,469,470,42,101,002900,2,1500000US421010029002,421010029002,2,BG,51764.000000000000000,0.000000000000000,3024.341817259999971,551273.643926999997348,551273.643926999997348,551273.643926999997348,29,36,25089.821576099999220,0.045512463460700
820,469,470,42,101,002900,2,1500000US421010029002,421010029002,2,BG,51764.000000000000000,0.000000000000000,3024.341817259999971,551273.643926999997348,551273.643926999997348,551273.643926999997348,33,39B,262155.470849999983329,0.475545083169000
821,470,471,42,101,036303,3,1500000US421010363033,421010363033,3,BG,223734.000000000000000,0.000000000000000,6543.897528530000272,2208805.728850000072271,2208805.728850000072271,2208805.728850000072271,64,66A,45988.395129899996391,0.020820479831800
822,470,471,42,101,036303,3,1500000US421010363033,421010363033,3,BG,223734.000000000000000,0.000000000000000,6543.897528530000272,2208805.728850000072271,2208805.728850000072271,2208805.728850000072271,65,66B,2162817.333709999918938,0.979179520164000
823,471,472,42,101,004101,1,1500000US421010041011,421010041011,1,BG,98498.000000000000000,0.000000000000000,4159.227587630000016,1059315.944240000098944,1059315.944240000098944,1059315.944240000098944,32,39A,663944.597827999969013,0.626767303408000
824,471,472,42,101,004101,1,1500000US421010041011,421010041011,1,BG,98498.000000000000000,0.000000000000000,4159.227587630000016,1059315.944240000098944,1059315.944240000098944,1059315.944240000098944,33,39B,395371.346419000008609,0.373232696599000
825,472,473,42,101,004001,3,1500000US421010040013,421010040013,3,BG,90745.000000000000000,0.000000000000000,3978.649296210000102,979715.150452999980189,979715.150452999980189,979715.150452999980189,18,26,33613.018212499999208,0.034308970517600
