Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T005_001,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T005_009,SE_T005_010,SE_T005_011,SE_T005_012,SE_T005_013,SE_T005_014,SE_T005_015,SE_T005_016,SE_T005_017,SE_T005_018,SE_T005_019,SE_T005_020,SE_T005_021,SE_T005_022,SE_T005_023,SE_T005_024,SE_T005_025,SE_T005_026,SE_T005_027,SE_T009_001,SE_T009_002,SE_T009_003,SE_T009_004,SE_T009_005,SE_T010_001,SE_T010_002,SE_T010_003,SE_T010_004,SE_T010_005,SE_T011_001,SE_T011_002,SE_T011_003,SE_T011_004,SE_T011_005,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T150_001,SE_T150_002,SE_T150_003,SE_T150_004,SE_T150_005,SE_T150_006,SE_T150_007,SE_T150_008,SE_T037_001,SE_T037_002,SE_T037_003,SE_T057_001
421010012011.000000000000000,15000US421010012011,"Block Group 1, Census Tract 12.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 12.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16457,,,,,42,101,,,,1201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204,1204,561,65,0,62,71,0,39,121,125,34,22,11,11,643,63,23,12,64,19,126,93,102,63,55,11,12,1204,360,184,538,122,561,198,39,280,44,643,162,145,258,78,1204,1006,0,0,111,0,0,87,1204,1182,984,0,0,111,0,0,87,22,22,0,0,0,0,0,0,825,0,825,814,758,573,351,220,639,617,22,
421010012012.000000000000000,15000US421010012012,"Block Group 2, Census Tract 12.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 12.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16458,,,,,42,101,,,,1201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,1124,466,26,0,0,0,18,158,55,46,77,65,21,0,658,0,0,0,0,39,274,105,8,156,76,0,0,1124,26,489,447,162,466,26,176,178,86,658,0,313,269,76,1124,963,10,54,70,0,6,21,1124,1025,864,10,54,70,0,6,21,99,99,0,0,0,0,0,0,1041,12,1029,916,829,537,366,207,844,818,26,76458
421010012013.000000000000000,15000US421010012013,"Block Group 3, Census Tract 12.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 12.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16459,,,,,42,101,,,,1201,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,916,455,0,37,50,0,0,174,21,99,39,23,12,0,461,40,11,0,0,48,197,58,36,59,0,12,0,916,138,419,312,47,455,87,174,159,35,461,51,245,153,12,916,773,0,0,130,0,0,13,916,877,734,0,0,130,0,0,13,39,39,0,0,0,0,0,0,730,0,730,730,683,373,262,58,695,695,0,113450
421010012014.000000000000000,15000US421010012014,"Block Group 4, Census Tract 12.01, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 12.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16460,,,,,42,101,,,,1201,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,890,388,0,0,0,0,7,70,104,14,66,72,55,0,502,51,0,0,12,21,125,128,0,63,83,19,0,890,63,223,375,229,388,0,77,184,127,502,63,146,191,102,890,817,25,0,0,0,0,48,890,877,804,25,0,0,0,0,48,13,13,0,0,0,0,0,0,799,0,799,786,764,463,235,46,562,537,25,108085
421010012021.000000000000000,15000US421010012021,"Block Group 1, Census Tract 12.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 12.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16461,,,,,42,101,,,,1202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,1383,699,9,0,19,16,79,275,65,72,47,75,31,11,684,0,0,17,16,152,235,67,37,67,69,24,0,1383,77,741,355,210,699,44,354,184,117,684,33,387,171,93,1383,1140,27,0,152,0,17,47,1383,1229,1033,27,0,152,0,0,17,154,107,0,0,0,0,17,30,1075,15,1060,1044,988,487,244,131,953,918,35,71281
421010012022.000000000000000,15000US421010012022,"Block Group 2, Census Tract 12.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 12.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16462,,,,,42,101,,,,1202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,1033,634,13,12,0,0,23,194,79,53,163,46,31,20,399,0,0,0,0,56,197,61,9,35,41,0,0,1033,25,470,400,138,634,25,217,295,97,399,0,253,105,41,1033,911,76,0,46,0,0,0,1033,1019,897,76,0,46,0,0,0,14,14,0,0,0,0,0,0,929,61,868,868,734,462,227,123,753,696,57,72917
421010012023.000000000000000,15000US421010012023,"Block Group 3, Census Tract 12.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 12.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16463,,,,,42,101,,,,1202,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,965,424,38,11,27,0,0,157,129,49,0,13,0,0,541,0,0,0,26,0,347,33,94,13,28,0,0,965,102,504,318,41,424,76,157,178,13,541,26,347,140,28,965,814,92,0,26,0,0,33,965,885,750,76,0,26,0,0,33,80,64,16,0,0,0,0,0,863,11,852,841,812,360,221,24,750,750,0,90510
421010012024.000000000000000,15000US421010012024,"Block Group 4, Census Tract 12.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 12.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16464,,,,,42,101,,,,1202,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895,895,448,29,39,0,0,126,71,43,15,64,26,35,0,447,0,0,0,0,83,135,17,25,108,7,62,10,895,68,415,272,140,448,68,197,122,61,447,0,218,150,79,895,686,113,0,45,0,9,42,895,787,617,113,0,45,0,0,12,108,69,0,0,0,0,9,30,618,44,574,505,445,202,81,54,533,518,15,91000
421010012025.000000000000000,15000US421010012025,"Block Group 5, Census Tract 12.02, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 12.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16465,,,,,42,101,,,,1202,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,835,270,0,0,0,0,36,94,46,55,21,6,12,0,565,54,48,40,0,39,196,99,23,28,26,12,0,835,142,365,272,56,270,0,130,122,18,565,142,235,150,38,835,788,14,0,33,0,0,0,835,819,772,14,0,33,0,0,0,16,16,0,0,0,0,0,0,618,13,605,605,584,324,181,36,592,583,9,84722
421010013001.000000000000000,15000US421010013001,"Block Group 1, Census Tract 13, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 13, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16466,,,,,42,101,,,,1300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,772,318,0,32,0,0,22,58,96,110,0,0,0,0,454,27,0,29,0,18,125,76,61,12,60,46,0,772,88,223,355,106,318,32,80,206,0,454,56,143,149,106,772,514,119,0,58,0,20,61,772,706,468,119,0,58,0,0,61,66,46,0,0,0,0,20,0,644,0,644,541,467,189,109,55,519,519,0,62692
421010013002.000000000000000,15000US421010013002,"Block Group 2, Census Tract 13, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 13, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16467,,,,,42,101,,,,1300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,1009,544,15,0,56,0,7,219,59,85,57,46,0,0,465,52,47,18,0,0,213,67,42,0,26,0,0,1009,188,439,310,72,544,71,226,201,46,465,117,213,109,26,1009,726,228,0,39,0,0,16,1009,919,636,228,0,39,0,0,16,90,90,0,0,0,0,0,0,814,103,711,662,617,261,166,66,664,631,33,108167
421010013003.000000000000000,15000US421010013003,"Block Group 3, Census Tract 13, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 13, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16468,,,,,42,101,,,,1300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,689,178,0,0,0,0,19,124,17,18,0,0,0,0,511,58,19,0,0,129,45,64,17,86,0,0,93,689,77,317,202,93,178,0,143,35,0,511,77,174,167,93,689,176,337,98,0,0,78,0,689,611,176,337,98,0,0,0,0,78,0,0,0,0,0,78,0,464,136,328,168,152,63,0,0,409,366,43,54453
421010013004.000000000000000,15000US421010013004,"Block Group 4, Census Tract 13, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 13, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16469,,,,,42,101,,,,1300,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,749,373,19,20,0,0,24,106,77,94,16,0,0,17,376,0,61,0,0,9,188,20,17,29,18,17,17,749,100,327,253,69,373,39,130,187,17,376,61,197,66,52,749,449,276,0,11,0,0,13,749,742,442,276,0,11,0,0,13,7,7,0,0,0,0,0,0,616,54,562,505,407,51,36,16,397,397,0,85469
421010013005.000000000000000,15000US421010013005,"Block Group 5, Census Tract 13, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 13, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16470,,,,,42,101,,,,1300,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2889,2889,1519,130,52,20,0,123,579,112,86,202,178,37,0,1370,152,19,0,0,35,445,225,110,262,51,54,17,2889,373,1182,997,337,1519,202,702,400,215,1370,171,480,597,122,2889,1796,589,0,330,0,0,174,2889,2878,1785,589,0,330,0,0,174,11,11,0,0,0,0,0,0,2358,113,2245,1966,1733,1188,618,214,1609,1541,68,103214
421010014001.000000000000000,15000US421010014001,"Block Group 1, Census Tract 14, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 14, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16471,,,,,42,101,,,,1400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,1541,766,52,13,17,0,38,249,182,48,135,32,0,0,775,151,0,0,0,29,356,95,48,71,0,0,25,1541,233,672,579,57,766,82,287,365,32,775,151,385,214,25,1541,1129,218,0,94,15,46,39,1541,1526,1129,218,0,94,0,46,39,15,0,0,0,0,15,0,0,1241,54,1187,1004,791,423,166,0,1097,1061,36,85855
421010014002.000000000000000,15000US421010014002,"Block Group 2, Census Tract 14, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 14, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16472,,,,,42,101,,,,1400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,570,314,31,0,0,0,12,133,88,50,0,0,0,0,256,0,0,0,0,17,72,80,50,37,0,0,0,570,31,234,305,0,314,31,145,138,0,256,0,89,167,0,570,461,0,0,68,0,0,41,570,506,427,0,0,68,0,0,11,64,34,0,0,0,0,0,30,510,0,510,510,453,349,160,109,492,462,30,119519
421010014003.000000000000000,15000US421010014003,"Block Group 3, Census Tract 14, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 14, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16473,,,,,42,101,,,,1400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1825,942,64,12,0,0,39,210,262,148,84,71,38,14,883,58,14,29,0,67,283,141,0,44,113,0,134,1825,177,599,679,370,942,76,249,494,123,883,101,350,185,247,1825,986,651,0,104,0,57,27,1825,1815,976,651,0,104,0,57,27,10,10,0,0,0,0,0,0,1542,128,1414,1223,931,428,227,30,1167,1115,52,52813
421010015001.000000000000000,15000US421010015001,"Block Group 1, Census Tract 15, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 15, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16474,,,,,42,101,,,,1500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931,931,449,30,25,0,10,17,162,83,41,45,29,7,0,482,63,17,0,0,12,133,82,36,74,33,32,0,931,145,324,361,101,449,65,179,169,36,482,80,145,192,65,931,743,33,0,108,0,30,17,931,857,699,33,0,108,0,0,17,74,44,0,0,0,0,30,0,757,10,747,703,628,373,168,53,650,634,16,91875
421010015002.000000000000000,15000US421010015002,"Block Group 2, Census Tract 15, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 15, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16475,,,,,42,101,,,,1500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937,1937,951,91,65,11,8,18,257,183,168,74,56,20,0,986,29,9,11,11,51,444,93,110,102,71,28,27,1937,235,770,730,202,951,175,275,425,76,986,60,495,305,126,1937,1170,436,54,233,0,16,28,1937,1814,1071,432,54,233,0,0,24,123,99,4,0,0,0,16,4,1633,157,1476,1338,1057,553,266,39,1314,1265,49,56382
421010016001.000000000000000,15000US421010016001,"Block Group 1, Census Tract 16, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 16, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16476,,,,,42,101,,,,1600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854,854,455,29,21,0,0,6,181,130,49,14,21,4,0,399,0,5,0,0,42,239,46,0,63,0,4,0,854,55,468,302,29,455,50,187,193,25,399,5,281,109,4,854,760,10,0,32,0,25,27,854,811,717,10,0,32,0,25,27,43,43,0,0,0,0,0,0,751,0,751,717,594,250,65,25,717,676,41,65357
421010016002.000000000000000,15000US421010016002,"Block Group 2, Census Tract 16, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 16, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16477,,,,,42,101,,,,1600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319,1319,725,51,45,32,14,117,158,112,66,80,50,0,0,594,37,28,12,0,40,184,85,52,83,60,7,6,1319,219,499,478,123,725,142,275,258,50,594,77,224,220,73,1319,1224,11,0,40,0,0,44,1319,1272,1183,11,0,40,0,0,38,47,41,0,0,0,0,0,6,943,53,890,859,741,448,220,58,917,895,22,93750
421010017001.000000000000000,15000US421010017001,"Block Group 1, Census Tract 17, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 17, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16478,,,,,42,101,,,,1700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,659,42,76,0,0,20,193,138,43,82,37,27,1,641,57,56,8,8,17,153,156,48,66,45,20,7,1300,247,383,533,137,659,118,213,263,65,641,129,170,270,72,1300,1024,144,0,46,0,53,33,1300,1226,1003,144,0,46,0,0,33,74,21,0,0,0,0,53,0,1016,26,990,922,860,447,152,67,846,812,34,97143
421010017002.000000000000000,15000US421010017002,"Block Group 2, Census Tract 17, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 17, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16479,,,,,42,101,,,,1700,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648,1648,783,108,37,11,0,7,220,193,73,86,22,18,8,865,54,40,15,0,0,323,193,77,91,57,7,8,1648,265,550,713,120,783,156,227,352,48,865,109,323,361,72,1648,1368,95,0,24,0,51,110,1648,1538,1287,95,0,24,0,30,102,110,81,0,0,0,0,21,8,1376,27,1349,1226,953,478,232,109,1181,1169,12,94528
421010018001.000000000000000,15000US421010018001,"Block Group 1, Census Tract 18, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 18, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16480,,,,,42,101,,,,1800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,1029,599,39,42,18,0,53,134,116,138,35,7,17,0,430,39,40,10,0,13,79,88,80,32,23,17,9,1029,188,279,489,73,599,99,187,289,24,430,89,92,200,49,1029,994,11,0,7,0,8,9,1029,974,939,11,0,7,0,8,9,55,55,0,0,0,0,0,0,775,26,749,630,539,212,86,44,725,701,24,79148
421010018002.000000000000000,15000US421010018002,"Block Group 2, Census Tract 18, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 18, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16481,,,,,42,101,,,,1800,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234,2234,1035,19,42,89,0,35,372,203,109,60,63,8,35,1199,53,31,51,31,171,264,287,83,111,45,24,48,2234,316,842,853,223,1035,150,407,372,106,1199,166,435,481,117,2234,1300,505,0,326,0,36,67,2234,2124,1245,505,0,295,0,20,59,110,55,0,0,31,0,16,8,1712,114,1598,1297,1154,576,269,69,1510,1470,40,92784
421010019001.000000000000000,15000US421010019001,"Block Group 1, Census Tract 19, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 19, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16482,,,,,42,101,,,,1900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978,978,462,62,0,0,0,34,104,171,52,8,31,0,0,516,66,0,0,0,41,168,93,44,55,24,25,0,978,128,347,423,80,462,62,138,231,31,516,66,209,192,49,978,635,283,12,28,0,0,20,978,955,612,283,12,28,0,0,20,23,23,0,0,0,0,0,0,775,15,760,590,508,304,143,51,676,667,9,86150
421010019002.000000000000000,15000US421010019002,"Block Group 2, Census Tract 19, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 19, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16483,,,,,42,101,,,,1900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444,1444,721,49,0,44,0,13,319,128,100,35,33,0,0,723,61,33,41,13,22,280,91,83,66,33,0,0,1444,241,634,503,66,721,93,332,263,33,723,148,302,240,33,1444,973,395,0,54,0,0,22,1444,1290,848,395,0,41,0,0,6,154,125,0,0,13,0,0,16,1168,44,1124,1031,742,348,188,91,977,915,62,75125
421010019003.000000000000000,15000US421010019003,"Block Group 3, Census Tract 19, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 19, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16484,,,,,42,101,,,,1900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,737,258,12,0,0,0,38,149,50,0,9,0,0,0,479,12,25,26,0,70,197,52,40,39,8,10,0,737,75,454,190,18,258,12,187,59,0,479,63,267,131,18,737,384,255,0,56,0,9,33,737,648,295,255,0,56,0,9,33,89,89,0,0,0,0,0,0,554,0,554,507,433,191,110,9,624,552,72,73500
421010020001.000000000000000,15000US421010020001,"Block Group 1, Census Tract 20, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 20, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16485,,,,,42,101,,,,2000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313,1313,785,52,20,19,33,157,215,51,100,44,44,44,6,528,20,40,7,11,35,134,72,88,19,51,30,21,1313,202,541,374,196,785,124,372,195,94,528,78,169,179,102,1313,364,842,7,25,0,5,70,1313,1281,352,827,7,25,0,0,70,32,12,15,0,0,0,5,0,919,117,802,562,287,112,17,8,816,716,100,41842
421010020002.000000000000000,15000US421010020002,"Block Group 2, Census Tract 20, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 20, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16486,,,,,42,101,,,,2000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,726,361,0,0,23,0,24,51,40,60,124,39,0,0,365,29,0,14,0,111,26,19,40,90,25,11,0,726,66,212,373,75,361,23,75,224,39,365,43,137,149,36,726,130,561,0,13,0,0,22,726,719,123,561,0,13,0,0,22,7,7,0,0,0,0,0,0,525,58,467,275,97,6,0,0,435,349,86,33667
421010021001.000000000000000,15000US421010021001,"Block Group 1, Census Tract 21, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 21, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16487,,,,,42,101,,,,2100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,644,290,12,11,27,11,48,95,4,34,4,11,24,9,354,20,23,5,0,11,66,39,77,55,24,28,6,644,109,220,213,102,290,61,143,42,44,354,48,77,171,58,644,139,481,0,14,0,0,10,644,614,109,481,0,14,0,0,10,30,30,0,0,0,0,0,0,476,77,399,228,97,32,19,9,362,342,20,40750
421010021002.000000000000000,15000US421010021002,"Block Group 2, Census Tract 21, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 21, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16488,,,,,42,101,,,,2100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650,848,37,8,21,0,173,274,67,91,112,23,42,0,802,36,24,19,0,68,305,68,72,101,51,37,21,1650,145,820,511,174,848,66,447,270,65,802,79,373,241,109,1650,573,1046,0,16,0,0,15,1650,1595,530,1034,0,16,0,0,15,55,43,12,0,0,0,0,0,1264,79,1185,832,430,151,49,20,1052,942,110,50464
421010022001.000000000000000,15000US421010022001,"Block Group 1, Census Tract 22, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 22, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16489,,,,,42,101,,,,2200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,733,264,0,27,0,0,21,69,76,49,8,14,0,0,469,0,12,24,0,82,168,67,56,29,31,0,0,733,63,340,285,45,264,27,90,133,14,469,36,250,152,31,733,346,251,0,131,0,0,5,733,722,340,251,0,131,0,0,0,11,6,0,0,0,0,0,5,567,61,506,408,338,154,72,20,524,477,47,91944
421010022002.000000000000000,15000US421010022002,"Block Group 2, Census Tract 22, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 22, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16490,,,,,42,101,,,,2200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,602,287,0,29,20,18,37,54,16,24,58,21,10,0,315,46,0,9,27,51,59,31,55,21,8,8,0,602,149,201,205,47,287,67,91,98,31,315,82,110,107,16,602,203,351,0,0,0,0,48,602,536,166,322,0,0,0,0,48,66,37,29,0,0,0,0,0,365,61,304,257,144,68,0,0,315,315,0,35449
421010022003.000000000000000,15000US421010022003,"Block Group 3, Census Tract 22, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 22, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16491,,,,,42,101,,,,2200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,974,481,78,53,9,0,14,214,37,53,16,0,7,0,493,22,20,25,39,28,207,45,15,36,47,9,0,974,246,463,202,63,481,140,228,106,7,493,106,235,96,56,974,346,489,0,65,0,5,69,974,930,334,489,0,65,0,0,42,44,12,0,0,0,0,5,27,686,55,631,468,361,135,80,0,623,545,78,
421010023001.000000000000000,15000US421010023001,"Block Group 1, Census Tract 23, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 23, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16492,,,,,42,101,,,,2300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182,1182,484,73,4,14,0,1,133,77,99,60,15,8,0,698,10,6,40,39,102,202,115,29,69,20,46,20,1182,186,438,449,109,484,91,134,236,23,698,95,304,213,86,1182,865,146,0,97,26,11,37,1182,944,664,146,0,97,0,0,37,238,201,0,0,0,26,11,0,893,99,794,536,451,208,41,4,772,718,54,67143
421010023002.000000000000000,15000US421010023002,"Block Group 2, Census Tract 23, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 23, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16493,,,,,42,101,,,,2300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654,1654,765,0,46,19,17,73,200,74,118,106,44,68,0,889,15,30,0,0,50,253,172,155,87,46,54,27,1654,127,576,712,239,765,82,273,298,112,889,45,303,414,127,1654,1290,0,0,269,0,11,84,1654,1544,1191,0,0,269,0,0,84,110,99,0,0,0,0,11,0,1404,195,1209,1028,658,255,71,16,1049,947,102,43694
421010024001.000000000000000,15000US421010024001,"Block Group 1, Census Tract 24, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 24, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16494,,,,,42,101,,,,2400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,634,227,18,0,0,20,27,60,38,34,14,16,0,0,407,0,0,0,16,35,207,48,28,36,14,11,12,634,54,329,198,53,227,38,87,86,16,407,16,242,112,37,634,544,11,0,0,0,40,39,634,555,505,11,0,0,0,0,39,79,39,0,0,0,0,40,0,518,11,507,457,363,99,43,13,471,431,40,63833
421010024002.000000000000000,15000US421010024002,"Block Group 2, Census Tract 24, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 24, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16495,,,,,42,101,,,,2400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789,1789,936,164,100,15,19,83,254,117,69,34,14,47,20,853,91,73,32,18,0,288,82,135,80,0,43,11,1789,512,625,517,135,936,298,337,220,81,853,214,288,297,54,1789,1213,37,0,525,0,0,14,1789,1759,1183,37,0,525,0,0,14,30,30,0,0,0,0,0,0,1194,276,918,853,710,354,44,0,1062,967,95,83313
421010024003.000000000000000,15000US421010024003,"Block Group 3, Census Tract 24, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 24, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16496,,,,,42,101,,,,2400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,1143,690,18,0,0,52,0,317,128,43,52,64,16,0,453,0,0,0,40,7,193,40,26,55,83,9,0,1143,110,517,344,172,690,70,317,223,80,453,40,200,121,92,1143,1104,26,0,13,0,0,0,1143,836,797,26,0,13,0,0,0,307,307,0,0,0,0,0,0,1026,144,882,745,610,214,78,12,836,796,40,68750
